customer_id,avg_monthly_expenditure,sd_monthly_expenditure,num_monthly_visit,customer_city,customer_state_province,marital_status,gender,num_children_at_home,days_visited,income,age,num_stores
91,0.9199999999999999,3.186973485926734,1,Long Beach,CA,M,M,1,1,60000,42,0
105,7.869999999999999,14.180718663670815,4,National City,CA,M,M,3,4,150000,65,0
106,2.0875,5.124925054884395,2,Long Beach,CA,S,M,0,2,60000,19,0
110,3.7533333333333334,13.001928062150371,1,West Covina,CA,S,M,0,1,20000,56,0
111,1.6758333333333333,5.805256956701687,1,Palo Alto,CA,M,F,2,1,80000,33,0
112,6.4725,22.421397703979117,1,Santa Monica,CA,M,F,1,1,40000,50,0
115,7.559166666666667,13.64355089632483,4,Altadena,CA,S,F,0,4,100000,21,0
121,3.87,9.662176491114957,2,Santa Monica,CA,S,F,0,2,40000,86,0
124,1.2233333333333334,4.237750975851853,1,Oakland,CA,S,F,0,1,80000,68,0
125,5.689166666666667,11.650280104579096,3,Bellflower,CA,M,M,2,3,80000,26,0
131,3.3216666666666668,11.506590864949242,1,La Jolla,CA,S,M,0,1,20000,54,0
133,4.615833333333334,12.361169007922522,2,Burbank,CA,M,M,0,2,40000,83,0
137,9.89,16.86625894824015,4,Newport Beach,CA,M,F,3,4,140000,55,0
139,7.695833333333334,17.876293828996157,3,Coronado,CA,M,M,1,3,40000,67,0
140,12.868333333333332,21.823477280352474,4,La Mesa,CA,M,M,1,5,20000,51,0
143,5.159166666666667,14.203093426390883,2,Glendale,CA,M,F,5,2,40000,23,0
149,4.673333333333333,13.45931399935871,2,Chula Vista,CA,S,M,0,2,60000,34,0
151,1.3783333333333332,4.774686726198205,1,San Jose,CA,M,F,0,1,40000,39,0
157,7.885,12.549550154922251,4,La Mesa,CA,S,F,0,4,60000,88,0
161,2.2925,6.869904227200631,2,Grossmont,CA,M,F,0,2,40000,65,0
163,7.788333333333333,15.206426173486555,3,Los Angeles,CA,S,F,0,3,20000,46,1
164,6.928333333333334,13.753640730124273,3,Coronado,CA,S,F,0,3,40000,51,0
167,1.4783333333333333,5.12109688771198,1,Lemon Grove,CA,S,M,0,1,80000,66,0
171,7.3374999999999995,17.84040568484921,2,Downey,CA,M,M,1,2,20000,66,0
179,2.8533333333333335,9.884236608526393,1,Lakewood,CA,S,M,0,1,140000,80,0
186,2.288333333333333,5.4431021124043415,2,Imperial Beach,CA,M,F,2,3,120000,67,0
191,8.844166666666666,20.84206474605594,2,Arcadia,CA,S,F,0,2,40000,49,0
193,2.353333333333333,8.152185800957515,1,Los Angeles,CA,S,M,0,1,40000,56,1
197,6.5725,15.369336133412471,2,National City,CA,M,F,1,3,20000,50,0
198,1.5741666666666667,5.453073292496016,1,Imperial Beach,CA,M,F,1,1,20000,59,0
200,3.513333333333333,12.17054367451731,1,Los Angeles,CA,S,F,0,1,60000,21,1
207,0.9858333333333333,3.4150268422566366,1,La Jolla,CA,S,M,0,1,80000,60,0
209,0.49,1.6974097914174997,1,Imperial Beach,CA,S,M,0,1,80000,73,0
213,1.9066666666666665,6.604887079529319,1,Woodland Hills,CA,S,F,0,1,40000,83,0
215,4.2491666666666665,14.71954511298951,1,National City,CA,M,M,1,1,60000,79,0
219,2.0208333333333335,7.0003720139242125,1,Bellflower,CA,M,M,2,1,40000,21,0
222,17.621666666666666,26.765543261077404,4,Lemon Grove,CA,S,F,0,6,100000,26,0
227,4.915,11.482416201226195,2,Burbank,CA,S,F,0,2,40000,35,0
228,4.079166666666667,9.834666383705544,2,El Cajon,CA,M,F,0,2,100000,40,0
240,6.260833333333333,13.608682027116053,3,Glendale,CA,M,M,2,4,40000,38,0
246,14.141666666666666,27.18261972569081,3,Lincoln Acres,CA,S,M,0,4,40000,74,0
251,2.1666666666666665,7.505553499465135,1,La Mesa,CA,S,F,0,1,40000,23,0
252,4.335833333333333,10.195718761353024,2,Chula Vista,CA,M,M,1,2,40000,35,0
257,4.085,14.150855097837729,1,National City,CA,M,F,3,1,40000,40,0
258,3.3183333333333334,6.1852167351359695,3,Coronado,CA,S,M,0,3,40000,86,0
261,5.465,18.93131532672783,1,Spring Valley,CA,S,M,0,1,140000,50,0
267,5.054166666666666,17.508146913175402,1,Altadena,CA,S,F,0,1,140000,34,0
268,9.965,31.433159243066868,2,San Gabriel,CA,M,M,0,4,40000,30,0
270,3.535,12.245599209511962,1,San Diego,CA,S,M,0,1,80000,18,1
273,11.056666666666667,23.00063648658182,3,Long Beach,CA,S,F,0,4,40000,73,0
275,6.993333333333333,17.407290705246744,2,Torrance,CA,M,F,1,3,40000,48,0
281,8.1625,21.807294077899716,2,Bellflower,CA,S,F,0,2,60000,69,0
283,1.4225,4.927684547533456,1,Novato,CA,S,M,0,1,60000,87,0
285,3.276666666666667,11.350706292268043,1,Woodland Hills,CA,M,F,3,1,40000,85,0
287,5.204166666666667,13.534613846345856,2,Arcadia,CA,M,F,0,2,60000,43,0
288,5.940833333333333,18.308692648989208,2,Downey,CA,M,F,1,2,40000,22,0
289,3.388333333333333,10.079264794015424,2,Los Angeles,CA,S,F,0,2,40000,50,1
294,3.8941666666666666,9.471853479300307,2,Imperial Beach,CA,S,F,0,2,40000,63,0
296,10.513333333333334,19.572415344669203,3,Los Angeles,CA,M,F,4,5,140000,79,1
301,13.6075,30.530500137344028,3,Coronado,CA,M,F,5,5,40000,20,0
303,0.9591666666666666,3.322650799186296,1,Fremont,CA,M,M,0,1,40000,54,0
311,3.9600000000000004,13.71784239594551,1,Pomona,CA,S,M,0,1,40000,33,0
312,5.551666666666667,17.117742965777477,2,Downey,CA,M,M,2,2,40000,22,0
323,6.730833333333333,16.696387991709372,2,Lemon Grove,CA,M,F,3,2,40000,29,0
329,5.541666666666667,13.884629718658054,2,San Gabriel,CA,S,F,0,3,40000,30,0
331,0.6283333333333334,1.6560678144510286,2,Mill Valley,CA,S,M,0,2,40000,42,0
333,4.11,14.23745763821617,1,Newport Beach,CA,S,F,0,1,80000,34,0
336,16.435833333333335,23.479165409642086,6,Bellflower,CA,M,M,2,8,20000,63,0
342,1.9591666666666667,6.786752414324051,1,La Mesa,CA,M,F,3,1,40000,28,0
350,10.068333333333332,25.019053406021044,2,Long Beach,CA,S,F,0,3,150000,70,0
360,5.849166666666666,14.230003806511554,2,La Mesa,CA,M,M,2,3,40000,49,0
363,2.521666666666667,8.73530957283904,1,San Gabriel,CA,M,F,2,1,140000,44,0
364,25.023333333333333,28.76468520862892,6,Glendale,CA,M,F,4,7,60000,33,0
365,2.276666666666667,5.5585533326140855,2,Burlingame,CA,S,F,0,2,60000,35,0
366,2.316666666666667,8.025168741735799,1,National City,CA,S,M,0,1,140000,22,0
369,7.398333333333333,17.569917386535913,2,Altadena,CA,M,F,0,3,40000,71,0
370,8.184166666666666,13.814859890273183,4,Santa Monica,CA,M,M,0,4,40000,21,0
377,2.885,9.993933159672421,1,Beverly Hills,CA,M,F,2,1,80000,52,1
381,24.336666666666666,36.78811896481929,5,Glendale,CA,M,F,4,6,20000,40,0
388,0.7766666666666667,2.690452254423656,1,Arcadia,CA,S,F,0,1,60000,80,0
390,2.089166666666667,7.237085624291959,1,Fremont,CA,S,M,0,1,40000,25,0
391,4.925833333333333,12.514958655605504,2,Bellflower,CA,S,M,0,2,40000,18,0
394,0.9633333333333334,3.337084555916037,1,Concord,CA,S,M,0,1,40000,88,0
395,4.13,14.306739670518928,1,San Diego,CA,M,F,4,2,80000,42,1
396,5.565833333333334,13.539828425348631,2,National City,CA,M,F,0,2,40000,25,0
399,13.193333333333333,45.703047309050774,1,Burbank,CA,M,M,1,4,60000,68,0
404,0.7341666666666667,2.5432279357803016,1,Woodland Hills,CA,M,M,3,1,60000,23,0
405,13.800833333333333,31.82118118438876,3,Bellflower,CA,S,F,0,5,40000,79,0
406,4.398333333333333,15.236273603914224,1,West Covina,CA,S,M,0,1,40000,44,0
408,5.879166666666666,10.874230136455916,3,Santa Monica,CA,M,F,3,4,60000,82,0
409,7.365,17.203236217747996,2,La Jolla,CA,M,M,0,2,20000,50,0
417,0.14833333333333334,0.5138417395787669,1,West Covina,CA,S,F,0,1,60000,50,0
424,8.395,20.145923792532955,2,West Covina,CA,M,F,2,2,20000,83,0
429,1.3683333333333334,4.740045710046828,1,Altadena,CA,S,M,0,1,60000,35,0
436,4.515833333333333,11.132169157514413,2,Long Beach,CA,M,M,1,2,80000,31,0
442,3.7516666666666665,9.339130612967173,2,Torrance,CA,M,F,4,2,120000,44,0
447,2.6491666666666664,6.7009327143632955,2,Altadena,CA,S,M,0,2,20000,22,0
453,4.761666666666667,9.679768811414053,3,Coronado,CA,M,F,1,3,40000,28,0
457,3.5325,12.236938955474118,1,Torrance,CA,S,F,0,1,40000,69,0
466,0.935,3.2389350101538006,1,Glendale,CA,M,M,4,1,60000,65,0
469,1.165,4.035678381635484,1,Pomona,CA,M,M,1,1,40000,61,0
471,4.1875,12.587561771988902,2,Coronado,CA,S,F,0,2,40000,57,0
475,1.2883333333333333,4.462917580835807,1,Glendale,CA,M,M,2,1,40000,51,0
476,1.0841666666666667,3.7556635010785153,1,Lakewood,CA,S,F,0,1,80000,72,0
478,11.353333333333333,22.674250246533493,4,La Mesa,CA,M,F,0,6,60000,69,0
481,13.113333333333333,32.89745564445354,2,Spring Valley,CA,M,M,1,3,40000,86,0
482,2.09,5.499199941809718,2,Imperial Beach,CA,S,M,0,2,40000,68,0
487,14.203333333333333,22.433067853803085,4,Beverly Hills,CA,S,F,0,4,40000,28,1
499,4.297499999999999,11.953362497640569,2,Chula Vista,CA,S,M,0,2,60000,19,0
500,4.86,16.835533849569487,1,Bellflower,CA,M,F,1,1,20000,63,0
505,4.5633333333333335,15.807850370411952,1,Bellflower,CA,M,F,4,2,100000,27,0
507,1.7825,6.1747611289830475,1,Palo Alto,CA,S,M,0,1,80000,33,0
508,1.7983333333333333,4.245889634443975,2,Burlingame,CA,M,F,1,2,40000,61,0
509,5.6875,13.549102033311687,2,Pomona,CA,M,M,2,2,60000,30,0
512,1.5466666666666666,5.3578104980797265,1,El Cajon,CA,M,F,3,1,40000,43,0
516,1.6416666666666666,5.686900151517813,1,San Francisco,CA,S,M,0,1,80000,58,1
517,4.365,15.1208035500763,1,Newport Beach,CA,M,M,2,1,40000,76,0
524,12.638333333333334,20.3785577299159,4,Glendale,CA,S,F,0,4,20000,56,0
526,7.490833333333334,17.77747065470192,2,National City,CA,M,F,1,3,40000,44,0
529,11.550833333333333,29.760951065672167,2,Chula Vista,CA,S,M,0,3,40000,47,0
536,3.6875,12.77387470582047,1,Chula Vista,CA,M,M,5,1,100000,48,0
541,3.123333333333333,10.819544044613586,1,Grossmont,CA,S,M,0,1,60000,32,0
547,1.7216666666666667,5.964028280728835,1,National City,CA,S,M,0,1,60000,48,0
557,3.3666666666666667,11.66247543763044,1,Torrance,CA,S,F,0,2,20000,61,0
574,3.8441666666666667,13.316583958858718,1,La Jolla,CA,S,F,0,1,40000,32,0
575,6.244166666666667,15.492630188302925,2,Imperial Beach,CA,M,F,4,2,60000,48,0
578,9.050833333333333,17.35822647954426,3,San Diego,CA,S,M,0,4,40000,31,1
581,7.973333333333334,19.96431240230852,2,Imperial Beach,CA,S,M,0,2,40000,65,0
584,1.4383333333333335,4.982532823106471,1,Coronado,CA,M,M,1,1,80000,24,0
593,6.125,14.579118005496143,2,Beverly Hills,CA,M,M,2,2,40000,26,1
595,4.88,11.45479732767812,2,La Jolla,CA,S,M,0,3,60000,70,0
598,2.799166666666667,9.696597771039766,1,Newport Beach,CA,M,M,0,1,20000,59,0
600,1.5425000000000002,5.343376741349987,1,Long Beach,CA,M,F,2,1,20000,27,0
601,6.357499999999999,22.023026018238273,1,Beverly Hills,CA,S,M,0,2,40000,65,1
603,2.1783333333333332,7.545968018308409,1,La Jolla,CA,M,M,0,1,40000,84,0
604,3.254166666666667,8.090432574493422,2,Richmond,CA,S,F,0,2,60000,35,0
605,2.4516666666666667,8.492822459779395,1,Burbank,CA,M,F,3,1,150000,69,0
610,2.16,7.48245948869755,1,Daly City,CA,M,F,2,1,20000,87,0
611,1.0791666666666666,3.7383429930028265,1,Grossmont,CA,S,F,0,1,40000,27,0
618,3.9949999999999997,11.120471294787006,2,Grossmont,CA,M,M,0,2,40000,58,0
623,1.1408333333333334,3.951962592602988,1,Lincoln Acres,CA,M,F,1,1,40000,72,0
629,8.394166666666667,20.151405301022074,2,La Mesa,CA,M,M,2,2,20000,84,0
630,3.265,11.310291773424769,1,El Cajon,CA,S,F,0,1,80000,63,0
631,2.8241666666666667,7.200734127135716,2,Oakland,CA,M,F,0,2,60000,88,0
641,3.720833333333333,12.889344759658394,1,Spring Valley,CA,S,F,0,1,60000,45,0
642,7.9675,18.63630724492577,2,Spring Valley,CA,S,F,0,2,20000,21,0
646,5.4558333333333335,13.368543443018718,2,Bellflower,CA,S,M,0,2,60000,52,0
651,4.921666666666667,17.049153449169648,1,Imperial Beach,CA,M,M,0,1,40000,45,0
652,7.8566666666666665,21.13159088505485,2,Newport Beach,CA,S,M,0,3,40000,28,0
653,0.7275,2.5201339250127166,1,Long Beach,CA,S,F,0,1,20000,36,0
654,2.1016666666666666,5.16496912484538,2,Chula Vista,CA,M,F,2,2,140000,87,0
657,4.532500000000001,12.945215420097393,2,Glendale,CA,M,F,4,2,20000,72,0
658,21.8125,42.35534078698716,5,Glendale,CA,S,M,0,7,140000,86,0
660,2.9166666666666665,10.103629710818451,1,Los Angeles,CA,S,F,0,1,60000,26,1
661,8.3025,17.30242974266909,3,Pomona,CA,M,M,0,3,60000,82,0
665,1.7458333333333333,6.04774406976133,1,San Gabriel,CA,S,F,0,1,60000,53,0
666,0.7933333333333333,2.7481872813426187,1,Lemon Grove,CA,M,F,0,1,60000,70,0
669,9.358333333333333,14.316211937605011,5,Newport Beach,CA,S,F,0,5,40000,75,0
676,7.558333333333334,18.249740637426424,2,Lakewood,CA,S,M,0,2,40000,39,0
679,5.0375,9.892381021408712,3,Pomona,CA,S,M,0,3,40000,53,0
681,0.6,2.078460969082653,1,Chula Vista,CA,S,F,0,1,80000,22,0
689,5.998333333333333,14.554897228539037,2,Lincoln Acres,CA,S,M,0,2,40000,22,0
690,5.843333333333333,13.653482628208375,2,Lincoln Acres,CA,S,F,0,2,150000,30,0
700,9.55,16.665767309068013,4,Lemon Grove,CA,S,F,0,4,60000,37,0
706,1.6666666666666667,5.773502691896258,1,Arcadia,CA,S,M,0,1,20000,27,0
709,3.9433333333333334,10.023742118620474,2,Downey,CA,M,F,1,2,120000,49,0
712,4.5575,10.377575583921324,3,San Gabriel,CA,M,F,2,3,60000,20,0
713,0.225,0.7794228634059948,1,Berkeley,CA,S,M,0,1,80000,20,0
717,7.920833333333333,19.56038225055632,2,Lakewood,CA,S,M,0,3,120000,58,0
720,5.729166666666667,13.424729865799794,2,Lincoln Acres,CA,M,F,0,2,60000,33,0
721,10.720833333333333,19.715174339640626,3,Woodland Hills,CA,M,F,0,3,60000,24,0
723,9.4425,18.86339799958929,3,Long Beach,CA,S,F,0,3,150000,80,0
727,6.503333333333333,16.97363320690135,2,Downey,CA,M,F,3,2,40000,30,0
729,3.8074999999999997,13.189566899636999,1,Lincoln Acres,CA,S,F,0,1,80000,75,0
730,8.7375,22.18052139931464,2,Santa Monica,CA,M,F,2,2,140000,61,0
733,3.705,12.834496484085381,1,Grossmont,CA,S,M,0,1,40000,79,0
734,3.584166666666667,8.374653814645207,2,Pomona,CA,S,M,0,2,40000,28,0
741,12.2425,21.789834629519753,4,Imperial Beach,CA,M,M,1,4,40000,84,0
746,2.5741666666666667,6.047482509025528,2,West Covina,CA,S,M,0,2,80000,22,0
747,7.055833333333333,18.0122006420564,2,San Diego,CA,M,M,2,2,80000,80,1
751,7.7175,17.963621888796155,3,Burbank,CA,S,F,0,3,60000,24,0
755,4.26,9.955062668174055,2,Woodland Hills,CA,S,F,0,2,40000,82,0
763,1.7141666666666666,5.938047518615301,1,Beverly Hills,CA,M,F,0,1,100000,79,1
764,0.8466666666666667,2.9329393674832986,1,Santa Monica,CA,M,M,0,1,40000,37,0
776,3.845833333333333,8.982089712648198,2,Coronado,CA,S,F,0,2,20000,41,0
781,9.526666666666667,21.671152729055752,3,Lemon Grove,CA,M,F,1,3,60000,58,0
792,3.1799999999999997,8.954073730075956,2,Pomona,CA,S,M,0,2,60000,36,0
796,7.3374999999999995,17.728751237877567,3,La Jolla,CA,S,M,0,3,40000,57,0
801,5.177499999999999,12.65267066670116,2,Downey,CA,M,M,0,2,80000,56,0
803,10.823333333333332,16.646928372598477,4,Newport Beach,CA,S,F,0,5,20000,87,0
805,2.6841666666666666,9.298226085298923,1,Arcadia,CA,S,F,0,1,60000,46,0
809,4.343333333333334,12.234213823486488,2,Torrance,CA,S,M,0,2,140000,18,0
811,2.4308333333333336,8.420653676130692,1,San Carlos,CA,M,M,3,1,20000,31,0
816,5.618333333333333,16.616848970155853,2,West Covina,CA,M,F,1,2,20000,33,0
820,3.341666666666667,11.575872897251996,1,La Jolla,CA,S,M,0,1,60000,48,0
823,8.071666666666667,16.419200973435355,3,Coronado,CA,S,M,0,3,40000,36,0
827,10.764166666666666,20.470910828576123,3,Grossmont,CA,S,M,0,3,60000,88,0
834,8.3775,19.874467002573017,2,Spring Valley,CA,S,M,0,2,40000,81,0
835,1.0533333333333335,3.648853701278435,1,San Francisco,CA,S,M,0,1,80000,85,1
839,1.9608333333333334,6.792525917015947,1,Long Beach,CA,S,F,0,1,20000,47,0
840,7.045833333333333,18.43789598444826,2,Downey,CA,S,M,0,2,120000,73,0
846,3.92,13.579278331339998,1,Chula Vista,CA,S,F,0,1,40000,71,0
849,7.7008333333333345,20.910350833252348,2,Glendale,CA,S,F,0,3,20000,68,0
857,2.9491666666666667,7.940319959586393,2,San Gabriel,CA,S,M,0,2,40000,37,0
861,2.7933333333333334,9.676390511618129,1,Newport Beach,CA,S,F,0,1,20000,71,0
864,0.9075000000000001,3.1436722157375123,1,Chula Vista,CA,S,F,0,1,100000,20,0
868,7.974166666666667,14.573499273016282,4,Lakewood,CA,S,M,0,4,40000,35,0
873,5.684166666666667,13.286655956829451,2,Lemon Grove,CA,M,F,2,2,40000,30,0
874,4.0216666666666665,11.76106120237713,2,Arcadia,CA,M,M,1,2,40000,54,0
879,4.315833333333333,14.950485220665358,1,Downey,CA,M,M,5,1,120000,68,0
881,7.521666666666667,19.048725003065805,3,Lincoln Acres,CA,S,M,0,3,40000,70,0
882,17.03,35.03971071902174,3,National City,CA,S,M,0,5,60000,20,0
885,10.826666666666666,17.243078892615717,4,El Cajon,CA,S,M,0,4,40000,79,0
888,4.27,10.230164843602116,2,Lincoln Acres,CA,S,M,0,2,100000,76,0
890,1.8058333333333334,6.255590166669595,1,La Jolla,CA,S,M,0,1,80000,43,0
891,9.025,13.933395135429127,4,San Gabriel,CA,S,F,0,4,40000,70,0
892,11.094166666666666,21.350129851993163,3,Glendale,CA,M,F,0,3,40000,27,0
898,12.235833333333334,20.660855151858083,4,Santa Monica,CA,M,F,0,5,60000,63,0
900,7.234999999999999,16.28141634446519,3,Lemon Grove,CA,S,F,0,3,20000,79,0
903,5.1875,17.970027128527104,1,El Cajon,CA,S,M,0,2,140000,87,0
906,7.6450000000000005,18.354002040674697,2,San Diego,CA,M,M,1,3,60000,86,1
907,2.0733333333333333,7.182237348718944,1,Woodland Hills,CA,M,F,3,1,100000,80,0
909,2.4383333333333335,6.030024624302705,2,Glendale,CA,S,F,0,2,60000,21,0
916,2.815,9.751446046612779,1,Burbank,CA,S,M,0,1,140000,80,0
917,0.805,2.7886018001858925,1,Los Angeles,CA,M,M,0,1,140000,66,1
918,2.9850000000000003,9.08174242392645,2,Coronado,CA,M,M,0,3,120000,31,0
922,5.9191666666666665,13.980240899428757,2,Long Beach,CA,S,M,0,2,60000,36,0
927,9.262500000000001,22.46566435696928,2,Bellflower,CA,M,M,0,2,20000,30,0
932,1.51,5.23079343885801,1,Richmond,CA,S,F,0,1,20000,23,0
936,2.4274999999999998,8.4091066707469,1,San Diego,CA,M,F,2,1,140000,70,1
937,5.09,12.047716494310146,2,Woodland Hills,CA,M,F,2,2,20000,77,0
939,4.158333333333333,12.707624649887336,2,Long Beach,CA,M,M,1,2,20000,31,0
940,5.700833333333333,19.748265957631148,1,Arcadia,CA,M,F,2,1,20000,21,0
955,18.34166666666667,24.282029581689844,5,West Covina,CA,M,F,2,5,20000,54,0
956,0.2975,1.0305702305034818,1,Woodland Hills,CA,M,M,2,1,120000,70,0
957,4.0408333333333335,13.997857276502478,1,San Gabriel,CA,M,F,4,1,20000,40,0
958,6.870833333333334,13.138330085069503,3,Grossmont,CA,M,M,4,3,40000,65,0
961,4.548333333333333,15.755888846184886,1,Downey,CA,M,M,0,1,60000,87,0
964,4.3225,10.139668387082489,2,Santa Monica,CA,M,M,2,2,20000,67,0
967,8.022499999999999,19.132801023373446,2,Burbank,CA,S,F,0,2,40000,88,0
970,1.0816666666666668,3.7470032470406713,1,San Carlos,CA,S,F,0,1,20000,87,0
973,3.8375,13.293489948091132,1,Lemon Grove,CA,S,F,0,1,60000,73,0
975,8.589166666666667,12.802663400695778,4,Arcadia,CA,S,F,0,4,140000,25,0
980,5.610833333333334,13.959647988745884,2,West Covina,CA,M,F,1,3,60000,62,0
981,3.6649999999999996,12.69593241947987,1,National City,CA,S,M,0,1,60000,48,0
985,9.348333333333333,14.573700368274435,4,El Cajon,CA,M,F,2,4,20000,20,0
992,6.1175,15.922936072904964,2,Beverly Hills,CA,S,F,0,2,40000,61,1
995,11.341666666666667,17.56236566863325,4,Torrance,CA,M,M,0,4,40000,70,0
999,4.951666666666667,17.153076497623783,1,National City,CA,M,M,2,1,40000,75,0
1010,1.8399999999999999,6.373946971853468,1,Grossmont,CA,S,M,0,1,80000,36,0
1015,0.515,1.7840123317959435,1,Altadena,CA,M,M,4,1,80000,82,0
1021,6.199166666666667,16.906779951644648,2,National City,CA,M,M,3,2,80000,34,0
1023,2.8308333333333335,7.110130363634607,2,Long Beach,CA,M,M,1,2,60000,58,0
1028,4.314166666666667,10.094027449512664,2,Torrance,CA,M,M,2,2,60000,69,0
1031,2.3649999999999998,5.68140747606532,2,Pomona,CA,M,F,1,2,60000,43,0
1033,4.325833333333333,14.985126236816736,1,Chula Vista,CA,S,M,0,1,120000,72,0
1034,5.218333333333334,12.40300611166747,2,Spring Valley,CA,M,F,1,2,40000,62,0
1037,5.246666666666667,12.266105059607689,2,Woodland Hills,CA,S,M,0,2,40000,72,0
1043,6.785833333333334,15.848935988567087,2,Glendale,CA,M,M,4,2,120000,45,0
1044,3.3691666666666666,11.671135691668285,1,Grossmont,CA,S,F,0,1,60000,81,0
1051,2.8408333333333338,9.840935338337172,1,San Gabriel,CA,S,F,0,1,20000,26,0
1052,13.068333333333333,26.495549483342337,3,Glendale,CA,M,F,1,4,40000,34,0
1058,13.680000000000001,23.798035442218566,4,Altadena,CA,S,F,0,5,120000,63,0
1063,0.6525,2.2603263038773846,1,Redwood City,CA,S,M,0,1,80000,25,0
1064,9.706666666666667,22.10118398035122,3,Chula Vista,CA,S,F,0,3,60000,38,0
1069,0.6383333333333333,2.211251530996267,1,Los Angeles,CA,S,M,0,1,140000,75,1
1075,4.224166666666667,10.603522106385503,2,National City,CA,M,M,0,2,20000,60,0
1079,11.616666666666667,18.345747752709908,4,Lakewood,CA,M,F,1,4,40000,64,0
1080,5.976666666666667,14.036687211688799,2,San Gabriel,CA,M,M,2,2,120000,37,0
1081,1.1383333333333334,3.943302338565144,1,Berkeley,CA,M,M,1,1,80000,20,0
1085,8.418333333333333,16.341422455795822,3,Lakewood,CA,S,F,0,4,40000,34,0
1087,1.575,5.455960043841963,1,Los Angeles,CA,M,M,1,1,40000,55,1
1088,1.2691666666666668,4.044986702603906,2,San Jose,CA,S,F,0,2,140000,87,0
1090,4.1525,14.384681956859525,1,Woodland Hills,CA,S,M,0,2,40000,50,0
1091,5.873333333333333,10.818158416068398,3,Santa Monica,CA,S,F,0,3,20000,48,0
1102,3.4766666666666666,12.043526615295592,1,Pomona,CA,M,F,1,1,20000,55,0
1103,8.440833333333332,29.239904383108595,1,Chula Vista,CA,M,F,4,2,40000,58,0
1104,2.618333333333333,6.497448217056704,2,Altadena,CA,M,M,2,2,60000,57,0
1111,1.0866666666666667,3.7643237551163597,1,Novato,CA,M,M,1,1,20000,88,0
1112,2.5466666666666664,8.821912113217481,1,Lincoln Acres,CA,M,M,1,1,80000,65,0
1114,4.664166666666667,16.157147283271676,1,La Jolla,CA,M,M,1,1,40000,86,0
1123,6.6175,22.92369243817409,1,San Diego,CA,S,M,0,1,40000,66,1
1127,11.49,21.104475613222206,3,Burbank,CA,S,M,0,4,40000,25,0
1128,3.3000000000000003,11.43153532995459,1,Santa Monica,CA,S,F,0,1,20000,40,0
1133,8.670833333333334,13.820593631727016,4,Burbank,CA,S,F,0,4,40000,45,0
1136,15.690833333333334,29.87792297099325,3,Coronado,CA,S,F,0,4,120000,66,0
1137,10.525,16.668982354279244,5,West Covina,CA,M,F,2,5,20000,22,0
1138,2.1708333333333334,7.5199872561948755,1,Newport Beach,CA,M,M,2,1,40000,35,0
1144,9.852500000000001,19.842166819450668,4,West Covina,CA,M,M,1,5,80000,73,0
1146,5.429166666666666,15.43846757487951,2,Grossmont,CA,M,F,5,2,20000,24,0
1150,12.2275,23.285662043802443,3,Downey,CA,S,M,0,3,60000,22,0
1151,8.985833333333334,18.161983501175463,3,Lincoln Acres,CA,S,F,0,3,40000,57,0
1152,13.175,21.467685440722718,4,Beverly Hills,CA,M,M,2,4,40000,37,1
1155,2.6366666666666667,6.648782982735649,2,Torrance,CA,M,M,0,2,40000,80,0
1157,6.598333333333334,16.253863783075946,2,La Mesa,CA,M,M,1,2,40000,52,0
