customer_id,customer_city,customer_state_province,marital_status,gender,num_children_at_home,total_revenue,days_visited,income,age,num_stores
4495,Merida,Yucatan,S,F,0,573.1599999999999,26,40000,33,1
6075,Merida,Yucatan,M,F,2,572.3,28,80000,40,1
1593,Merida,Yucatan,S,F,0,570.4400000000002,25,40000,34,1
2130,Merida,Yucatan,M,M,3,569.5899999999999,28,140000,26,1
9790,Merida,Yucatan,M,F,0,567.37,23,120000,46,1
9249,Merida,Yucatan,M,F,1,565.6299999999999,22,40000,57,1
1050,Merida,Yucatan,S,F,0,564.4600000000003,31,100000,29,1
8204,Merida,Yucatan,S,M,0,563.57,22,20000,66,1
8615,Merida,Yucatan,M,M,2,561.0700000000003,27,100000,60,1
8928,Merida,Yucatan,M,M,0,556.4499999999995,28,20000,28,1
5432,Spokane,WA,M,M,3,554.9599999999999,22,20000,31,1
8697,Hidalgo,Zacatecas,S,F,0,554.1700000000005,28,40000,59,2
6632,Merida,Yucatan,S,M,0,553.8800000000002,26,80000,30,1
3909,Camacho,Zacatecas,S,F,0,552.12,21,40000,80,1
7234,Spokane,WA,M,F,3,551.47,25,40000,31,1
6227,Hidalgo,Zacatecas,M,F,3,547.3499999999999,24,60000,68,2
5124,Camacho,Zacatecas,S,M,0,547.1400000000002,23,60000,54,1
5536,Orizaba,Veracruz,S,F,0,546.0099999999999,25,60000,41,1
5071,Orizaba,Veracruz,M,F,1,545.1900000000002,21,40000,36,1
9262,Merida,Yucatan,M,M,2,545.17,27,60000,25,1
6679,Merida,Yucatan,S,M,0,542.38,22,150000,54,1
3571,Merida,Yucatan,S,F,0,538.48,21,40000,48,1
5542,Spokane,WA,S,M,0,538.45,19,40000,74,1
9116,Hidalgo,Zacatecas,S,M,0,537.4500000000003,24,20000,81,2
7977,Hidalgo,Zacatecas,M,F,1,536.1399999999999,26,80000,53,2
5592,Spokane,WA,S,F,0,535.58,25,20000,86,1
1972,Hidalgo,Zacatecas,S,F,0,534.9799999999999,28,60000,85,2
6569,Merida,Yucatan,M,M,0,533.7300000000001,24,40000,84,1
728,Merida,Yucatan,M,F,4,533.3799999999998,26,20000,24,1
4021,Spokane,WA,M,M,1,532.96,26,40000,51,1
3125,Merida,Yucatan,S,M,0,531.7000000000002,20,150000,35,1
6912,Spokane,WA,M,F,3,530.7700000000001,20,20000,23,1
8345,Merida,Yucatan,S,F,0,530.05,22,40000,85,1
4175,Spokane,WA,M,F,5,530.0400000000001,28,140000,84,1
8522,Hidalgo,Zacatecas,M,F,0,528.9899999999999,29,140000,70,2
3317,Hidalgo,Zacatecas,M,F,3,528.21,26,60000,63,2
4003,Camacho,Zacatecas,M,F,4,527.28999999999985,23,40000,30,1
4419,Hidalgo,Zacatecas,S,M,0,526.51,27,40000,44,2
2221,Hidalgo,Zacatecas,S,M,0,526.4800000000001,25,40000,86,2
4647,Merida,Yucatan,S,M,0,524.7099999999999,27,80000,18,1
7862,Spokane,WA,M,M,4,524.2900000000001,22,40000,87,1
4250,Orizaba,Veracruz,M,F,0,523.6000000000003,22,140000,67,1
10208,Merida,Yucatan,S,M,0,523.38,26,100000,29,1
4397,Spokane,WA,S,M,0,523.2299999999999,26,40000,76,1
2510,Hidalgo,Zacatecas,S,M,0,522.9899999999998,30,20000,31,2
7055,Hidalgo,Zacatecas,M,M,1,522.9800000000001,27,140000,39,2
5757,Hidalgo,Zacatecas,S,M,0,522.6399999999999,30,40000,79,2
5851,Merida,Yucatan,M,F,0,522.1799999999998,23,40000,39,1
8498,Camacho,Zacatecas,S,F,0,521.5300000000003,23,20000,84,1
5712,Camacho,Zacatecas,M,F,1,519.9599999999998,25,80000,80,1
3390,Hidalgo,Zacatecas,M,F,2,519.2299999999998,27,40000,35,2
8287,Orizaba,Veracruz,M,M,5,518.6500000000002,23,40000,72,1
4094,Spokane,WA,S,F,0,514.8499999999999,23,20000,34,1
8710,Merida,Yucatan,M,M,3,513.8399999999998,27,40000,19,1
4932,Camacho,Zacatecas,S,F,0,511.5700000000001,17,60000,35,1
1419,Merida,Yucatan,S,M,0,510.79,23,80000,67,1
9625,Merida,Yucatan,M,F,2,510.53,26,80000,20,1
2852,Merida,Yucatan,M,M,0,509.8200000000001,27,40000,71,1
3225,Hidalgo,Zacatecas,S,M,0,509.50999999999976,26,150000,33,2
8275,Spokane,WA,M,F,2,507.5300000000002,21,60000,58,1
3982,Merida,Yucatan,S,F,0,506.3300000000001,23,40000,85,1
4571,Camacho,Zacatecas,M,F,3,506.0700000000001,24,40000,49,1
6034,Merida,Yucatan,S,M,0,504.86999999999995,22,40000,62,1
2528,Hidalgo,Zacatecas,S,M,0,504.85,22,40000,75,2
1571,Hidalgo,Zacatecas,S,F,0,504.1400000000001,35,100000,40,2
8351,Spokane,WA,S,M,0,502.73999999999984,22,80000,80,1
6151,Camacho,Zacatecas,M,F,0,502.19999999999976,26,40000,42,1
1567,Spokane,WA,M,M,1,501.2300000000002,25,60000,35,1
5294,Camacho,Zacatecas,S,F,0,501.11000000000007,23,20000,59,1
3761,Orizaba,Veracruz,S,F,0,499.9000000000001,21,60000,53,1
2099,Merida,Yucatan,M,M,0,498.76000000000016,29,40000,63,1
7315,Merida,Yucatan,S,F,0,497.91,22,60000,50,1
5700,Hidalgo,Zacatecas,M,M,2,497.52000000000015,26,40000,51,2
5881,Merida,Yucatan,S,F,0,495.76999999999987,24,80000,32,1
1641,Orizaba,Veracruz,M,M,2,494.56,22,150000,85,1
9510,Spokane,WA,S,F,0,494.44000000000005,17,80000,70,1
5374,Spokane,WA,M,M,3,494.11,23,40000,72,1
8511,Spokane,WA,M,F,1,492.85,21,80000,40,1
4742,Camacho,Zacatecas,S,M,0,491.9699999999999,24,20000,39,1
7051,Spokane,WA,M,F,1,490.8899999999998,21,40000,67,1
4947,Camacho,Zacatecas,M,M,4,490.07,25,20000,74,1
498,Merida,Yucatan,S,M,0,489.34,21,60000,53,1
9844,Merida,Yucatan,M,F,3,488.33000000000015,27,80000,49,1
2015,Camacho,Zacatecas,S,F,0,488.13999999999993,23,60000,85,1
4068,Merida,Yucatan,S,F,0,485.8299999999998,20,40000,56,1
896,Merida,Yucatan,M,F,5,485.32999999999976,21,60000,64,1
8388,Orizaba,Veracruz,M,F,5,484.9299999999999,18,20000,67,1
4925,Spokane,WA,S,F,0,484.5599999999999,25,60000,72,1
1183,Orizaba,Veracruz,S,M,0,484.3500000000003,23,60000,28,1
2019,Spokane,WA,S,M,0,482.4800000000002,24,20000,78,1
5053,Orizaba,Veracruz,M,M,2,481.6100000000002,24,60000,66,1
1614,Orizaba,Veracruz,S,F,0,481.28,22,60000,44,1
7376,Orizaba,Veracruz,S,M,0,481.0400000000002,24,140000,45,1
6603,Merida,Yucatan,M,F,1,480.94000000000005,23,40000,79,1
8592,Merida,Yucatan,M,F,2,480.5599999999998,25,80000,23,1
670,Orizaba,Veracruz,S,F,0,479.5799999999999,21,40000,24,1
1491,Spokane,WA,M,F,0,478.94000000000005,27,140000,83,1
3692,Spokane,WA,S,M,0,478.9,22,80000,69,1
4198,Orizaba,Veracruz,M,F,3,475.8799999999999,20,80000,22,1
4767,Spokane,WA,S,M,0,475.35,22,140000,25,1
4284,Orizaba,Veracruz,M,F,3,472.67,20,40000,51,1
9819,Hidalgo,Zacatecas,M,M,0,472.2800000000002,22,60000,46,2
7969,Camacho,Zacatecas,S,F,0,471.27,19,60000,61,1
2481,Orizaba,Veracruz,S,F,0,470.9200000000002,23,60000,72,1
430,Spokane,WA,S,M,0,467.5499999999999,27,100000,22,1
8427,Spokane,WA,M,M,1,467.12,26,20000,78,1
10002,Hidalgo,Zacatecas,M,M,2,465.13000000000017,29,120000,74,2
3174,Camacho,Zacatecas,M,F,5,464.73,16,140000,63,1
976,Spokane,WA,M,F,1,464.07,26,80000,48,1
5223,Orizaba,Veracruz,M,M,0,463.4,20,40000,41,1
997,Port Orchard,WA,S,F,0,462.29,17,140000,83,0
8752,Orizaba,Veracruz,S,F,0,459.77,19,20000,65,1
4477,Merida,Yucatan,M,M,1,459.2600000000002,21,60000,55,1
3528,Olympia,WA,M,F,1,456.7600000000001,18,40000,47,0
6957,Spokane,WA,S,F,0,456.4399999999999,19,40000,24,1
1325,Orizaba,Veracruz,S,M,0,455.93999999999994,20,40000,49,1
7702,Spokane,WA,S,M,0,455.34,19,40000,40,1
9743,Orizaba,Veracruz,M,F,3,454.32,21,60000,62,1
8077,Orizaba,Veracruz,S,F,0,454.2300000000001,20,40000,35,1
4956,Camacho,Zacatecas,M,M,4,452.50000000000017,17,20000,60,1
9097,Hidalgo,Zacatecas,S,F,0,451.79,25,20000,45,2
4319,Orizaba,Veracruz,S,M,0,451.41000000000014,18,60000,74,1
10001,Merida,Yucatan,M,F,0,450.7199999999999,21,40000,67,1
2663,Spokane,WA,M,M,1,450.58000000000015,20,40000,61,1
5740,Hidalgo,Zacatecas,S,F,0,449.38000000000005,23,140000,66,2
5900,Hidalgo,Zacatecas,M,M,5,448.8600000000001,24,40000,66,2
7221,Merida,Yucatan,S,F,0,448.49,22,40000,58,1
7337,Camacho,Zacatecas,S,M,0,448.2600000000002,21,60000,36,1
6240,Camacho,Zacatecas,S,M,0,447.97000000000025,20,40000,31,1
8870,Merida,Yucatan,S,M,0,447.7000000000001,17,80000,83,1
6100,Hidalgo,Zacatecas,M,M,0,447.6899999999999,23,40000,83,2
9895,Camacho,Zacatecas,S,M,0,447.5700000000001,18,60000,88,1
2500,Merida,Yucatan,M,F,0,446.45,22,40000,68,1
8363,Hidalgo,Zacatecas,M,F,5,443.19999999999993,21,80000,39,2
3411,Merida,Yucatan,S,M,0,441.64,23,20000,60,1
2475,Merida,Yucatan,S,F,0,441.0100000000001,23,40000,79,1
9631,Spokane,WA,M,M,5,439.75999999999993,21,40000,56,1
8203,Orizaba,Veracruz,S,M,0,438.9799999999998,23,40000,56,1
8239,Merida,Yucatan,S,M,0,437.4899999999999,20,60000,79,1
7700,Orizaba,Veracruz,M,M,0,437.2300000000001,20,20000,61,1
7158,Orizaba,Veracruz,S,M,0,436.83,20,60000,76,1
6464,Merida,Yucatan,S,M,0,436.32,22,20000,28,1
1310,Spokane,WA,M,F,1,436.12,20,20000,43,1
1947,Merida,Yucatan,M,M,0,435.83,30,100000,42,1
5605,Orizaba,Veracruz,M,M,1,434.7600000000001,20,20000,83,1
3857,Merida,Yucatan,M,F,1,434.4199999999999,20,20000,72,1
1038,Camacho,Zacatecas,M,F,2,434.31000000000023,24,40000,77,1
9398,Camacho,Zacatecas,M,M,0,433.56,19,20000,60,1
7448,Merida,Yucatan,M,M,3,432.0100000000001,23,80000,57,1
7072,Spokane,WA,S,F,0,431.5099999999997,21,100000,64,1
2646,Camacho,Zacatecas,M,F,2,429.4799999999999,24,40000,71,1
9990,Merida,Yucatan,S,F,0,429.46,25,120000,57,1
8534,Orizaba,Veracruz,S,F,0,428.4200000000001,21,80000,25,1
1812,Camacho,Zacatecas,S,M,0,426.3200000000001,19,40000,21,1
2439,Orizaba,Veracruz,S,F,0,425.9899999999998,19,20000,74,1
3244,Merida,Yucatan,S,M,0,425.33,20,80000,46,1
6114,Spokane,WA,S,F,0,424.90000000000015,19,40000,21,1
2201,Spokane,WA,M,F,2,423.94999999999993,21,40000,42,1
4118,Olympia,WA,S,M,0,422.99000000000024,21,60000,57,0
2570,Spokane,WA,M,M,1,422.44000000000005,23,80000,77,1
5318,Orizaba,Veracruz,S,M,0,421.6399999999996,23,60000,61,1
4868,Spokane,WA,M,F,1,418.5899999999999,21,140000,39,1
5766,Spokane,WA,M,M,2,418.55,19,80000,36,1
10008,Merida,Yucatan,S,F,0,418.24000000000007,22,20000,42,1
2553,Spokane,WA,M,M,1,418.2399999999999,19,60000,21,1
8973,Camacho,Zacatecas,S,F,0,416.56999999999994,17,40000,28,1
8466,Olympia,WA,M,M,0,413.58,17,20000,86,0
9197,Orizaba,Veracruz,M,M,0,413.44,20,80000,55,1
1850,Spokane,WA,S,M,0,412.93000000000006,19,140000,56,1
1265,Orizaba,Veracruz,M,F,2,412.6100000000001,20,60000,87,1
8405,Camacho,Zacatecas,S,F,0,411.88000000000034,22,60000,44,1
7810,Port Orchard,WA,S,F,0,410.9800000000001,16,20000,26,0
9897,Spokane,WA,M,M,1,409.6000000000001,23,20000,88,1
9200,Spokane,WA,S,F,0,408.5500000000002,19,20000,75,1
8952,Orizaba,Veracruz,S,M,0,408.4999999999997,19,120000,57,1
8564,Camacho,Zacatecas,M,F,0,408.2399999999999,19,20000,36,1
5172,Orizaba,Veracruz,S,M,0,405.24000000000007,17,40000,63,1
5975,Orizaba,Veracruz,S,F,0,404.18,17,20000,71,1
8691,Camacho,Zacatecas,S,M,0,402.2900000000001,18,40000,29,1
1528,Spokane,WA,M,F,3,400.3,20,40000,29,1
3762,Orizaba,Veracruz,M,F,2,400.1500000000001,18,60000,66,1
1070,Port Orchard,WA,S,F,0,400.04,16,40000,87,0
8040,Hidalgo,Zacatecas,S,F,0,399.54,24,80000,50,2
298,Merida,Yucatan,M,F,0,398.5500000000001,21,60000,40,1
2862,Orizaba,Veracruz,M,F,1,397.6199999999999,19,60000,58,1
6307,Spokane,WA,M,F,4,396.83,20,20000,49,1
3957,Orizaba,Veracruz,S,M,0,396.40000000000015,19,40000,63,1
1402,Orizaba,Veracruz,M,F,2,395.1999999999999,21,80000,22,1
9797,Spokane,WA,M,F,1,393.0400000000002,21,60000,57,1
4355,Camacho,Zacatecas,M,F,0,390.2399999999999,18,40000,29,1
7279,Orizaba,Veracruz,M,F,1,389.9299999999999,20,140000,53,1
378,Spokane,WA,S,M,0,389.69999999999976,16,40000,29,1
4285,Merida,Yucatan,S,F,0,389.45999999999975,18,40000,19,1
3234,Orizaba,Veracruz,M,F,1,389.0199999999999,14,20000,87,1
8106,Acapulco,Guerrero,S,M,0,388.62999999999994,17,80000,44,1
3826,Spokane,WA,M,M,1,388.46,22,60000,44,1
1377,Merida,Yucatan,S,M,0,387.0199999999999,20,20000,71,1
8228,Orizaba,Veracruz,S,F,0,386.78000000000026,20,60000,21,1
2769,Spokane,WA,S,M,0,386.0300000000001,20,20000,41,1
9263,Spokane,WA,M,F,0,384.52,20,40000,34,1
7917,Orizaba,Veracruz,S,F,0,381.4800000000001,17,80000,82,1
5092,Olympia,WA,S,F,0,380.52,15,40000,56,0
3419,Orizaba,Veracruz,S,F,0,380.02,16,60000,43,1
1124,Port Orchard,WA,S,M,0,379.32000000000016,18,80000,80,0
6835,Spokane,WA,M,M,2,379.13,19,80000,69,1
1390,Orizaba,Veracruz,S,F,0,378.06000000000006,20,140000,54,1
6113,Spokane,WA,S,F,0,377.58,18,140000,46,1
5008,Orizaba,Veracruz,S,F,0,377.09,16,40000,35,1
5872,Camacho,Zacatecas,M,F,3,376.35000000000014,18,80000,72,1
3602,Orizaba,Veracruz,S,F,0,376.1799999999999,15,40000,56,1
7128,Camacho,Zacatecas,M,F,2,375.83,21,40000,46,1
1836,Orizaba,Veracruz,M,F,3,373.62999999999994,18,40000,77,1
9443,Merida,Yucatan,S,M,0,373.5200000000002,18,20000,67,1
4592,Merida,Yucatan,M,M,0,372.42,21,120000,74,1
3567,Spokane,WA,M,M,1,371.59999999999985,20,80000,56,1
8039,Acapulco,Guerrero,M,M,2,369.66,18,80000,35,1
7794,Orizaba,Veracruz,M,M,1,368.14,16,40000,21,1
9450,Merida,Yucatan,S,F,0,367.69000000000005,16,100000,56,1
767,Camacho,Zacatecas,S,F,0,367.1400000000002,21,20000,35,1
5134,Port Orchard,WA,S,F,0,366.2400000000001,10,40000,85,0
838,Camacho,Zacatecas,S,F,0,364.96999999999986,21,60000,41,1
1578,Merida,Yucatan,M,F,0,363.48,24,40000,87,1
7176,Orizaba,Veracruz,M,M,1,362.9899999999999,16,40000,63,1
4485,Orizaba,Veracruz,S,F,0,360.0800000000002,17,80000,52,1
3491,Spokane,WA,M,F,2,357.1700000000001,16,80000,51,1
3021,Spokane,WA,M,F,2,356.85,15,60000,62,1
3608,Orizaba,Veracruz,M,F,0,356.22999999999996,18,120000,54,1
7746,Camacho,Zacatecas,M,M,0,355.08000000000004,21,60000,55,1
7787,Camacho,Zacatecas,S,M,0,354.9999999999999,13,80000,86,1
4846,Olympia,WA,S,M,0,354.70000000000005,13,40000,68,0
8118,Camacho,Zacatecas,S,M,0,354,19,120000,29,1
6047,Olympia,WA,S,M,0,353.78,11,20000,82,0
7146,Orizaba,Veracruz,M,F,0,353.42000000000013,17,140000,81,1
1056,Camacho,Zacatecas,M,F,2,350.49,17,20000,25,1
9318,Spokane,WA,M,M,1,349.78,16,120000,38,1
3601,Orizaba,Veracruz,M,F,0,349.3399999999999,13,40000,50,1
1013,Orizaba,Veracruz,M,F,2,348.44999999999976,17,20000,61,1
3366,Camacho,Zacatecas,S,M,0,347.5300000000001,20,80000,20,1
3328,Olympia,WA,M,F,4,346.99,19,20000,47,0
663,Spokane,WA,S,F,0,345.5200000000002,22,60000,78,1
1745,Acapulco,Guerrero,M,M,2,345.46000000000004,14,20000,35,1
7308,Mexico City,Mexico,M,M,2,344.69,16,140000,41,1
9037,Orizaba,Veracruz,M,F,1,344.67999999999995,18,20000,68,1
1125,Camacho,Zacatecas,M,F,1,343.2700000000001,18,60000,38,1
680,La Cruz,Sinaloa,M,F,3,342.91,19,20000,86,0
7663,Mexico City,Mexico,S,F,0,342.37999999999994,14,100000,72,1
7614,Orizaba,Veracruz,M,M,3,341.35000000000014,17,60000,40,1
8846,Camacho,Zacatecas,S,M,0,341.19000000000005,15,60000,21,1
9928,Spokane,WA,S,F,0,341.0099999999999,16,20000,43,1
2371,Spokane,WA,S,M,0,340.88000000000017,17,20000,71,1
2587,Spokane,WA,M,F,0,340.66999999999996,18,80000,32,1
10033,Bremerton,WA,S,F,0,340.28,14,40000,53,1
2094,Acapulco,Guerrero,M,F,1,340.2200000000001,16,100000,53,1
341,Olympia,WA,M,M,0,339.15,13,20000,63,0
8544,Acapulco,Guerrero,S,F,0,338.66000000000014,10,40000,79,1
6910,Camacho,Zacatecas,S,F,0,338.5899999999999,15,140000,26,1
10173,Spokane,WA,M,F,0,338.42,21,40000,49,1
9456,Camacho,Zacatecas,S,M,0,337.90000000000015,19,20000,56,1
5256,Olympia,WA,M,M,3,337.50000000000006,13,20000,50,0
9191,Orizaba,Veracruz,S,M,0,337.4200000000001,17,40000,53,1
2229,Orizaba,Veracruz,S,M,0,336.09000000000003,14,40000,55,1
4001,Camacho,Zacatecas,M,F,0,334.91000000000014,15,20000,63,1
6440,Merida,Yucatan,S,M,0,333.9100000000001,16,20000,22,1
